PortfolioCode,Date,AllocationType,Position,Weight,,
RAJOMON90,28-Feb-23,Tactical,IWLD-AU,4.610000000,,
RAJOMON90,28-Feb-23,Tactical,ETHI-AU,4.530000000,,
RAJOMON90,28-Feb-23,Tactical,IAF-AU,4.070000000,,
RAJOMON90,28-Feb-23,Tactical,IGB-AU,4.190000000,,
RAJOMON90,28-Feb-23,Tactical,VIF-AU,1.310000000,,
RAJOMON90,28-Feb-23,Tactical,MICH-AU,3.610000000,,
RAJOMON90,28-Feb-23,Tactical,CRYP-AU,2.780000000,,
RAJOMON90,28-Feb-23,Tactical,MOAT-AU,4.160000000,,
RAJOMON90,28-Feb-23,Tactical,MNRS-AU,1.770000000,,
RAJOMON90,28-Feb-23,Tactical,RBTZ-AU,1.770000000,,
RAJOMON90,28-Feb-23,Tactical,AUD,6.200000000,,
RAJOMON90,31-Mar-23,Tactical,VAP-AU,13.770000000,,
RAJOMON90,31-Mar-23,Tactical,DJRE-AU,4.500000000,,
RAJOMON90,31-Mar-23,Tactical,A200-AU,10.700000000,,
RAJOMON90,31-Mar-23,Tactical,IOZ-AU,10.720000000,,
RAJOMON90,31-Mar-23,Tactical,IMPQ-AU,2.810000000,,
RAJOMON90,31-Mar-23,Tactical,VGS-AU,17.230000000,,
RAJOMON90,31-Mar-23,Tactical,IWLD-AU,4.760000000,,
RAJOMON90,31-Mar-23,Tactical,ETHI-AU,4.590000000,,
RAJOMON90,31-Mar-23,Tactical,IAF-AU,4.180000000,,
RAJOMON90,31-Mar-23,Tactical,IGB-AU,4.330000000,,
RAJOMON90,31-Mar-23,Tactical,VIF-AU,1.330000000,,
RAJOMON90,31-Mar-23,Tactical,MICH-AU,3.620000000,,
RAJOMON90,31-Mar-23,Tactical,CRYP-AU,3.050000000,,
RAJOMON90,31-Mar-23,Tactical,MOAT-AU,4.290000000,,
RAJOMON90,31-Mar-23,Tactical,MNRS-AU,2.060000000,,
RAJOMON90,31-Mar-23,Tactical,RBTZ-AU,1.870000000,,
RAJOMON90,31-Mar-23,Tactical,AUD,6.190000000,,
RAJOMON90,30-Apr-23,Tactical,VAP-AU,13.950000000,,
RAJOMON90,30-Apr-23,Tactical,DJRE-AU,4.520000000,,
RAJOMON90,30-Apr-23,Tactical,A200-AU,10.480000000,,
RAJOMON90,30-Apr-23,Tactical,IOZ-AU,10.470000000,,
RAJOMON90,30-Apr-23,Tactical,IMPQ-AU,2.880000000,,
RAJOMON90,30-Apr-23,Tactical,VGS-AU,17.250000000,,
RAJOMON90,30-Apr-23,Tactical,IWLD-AU,4.780000000,,
RAJOMON90,30-Apr-23,Tactical,ETHI-AU,4.530000000,,
RAJOMON90,30-Apr-23,Tactical,IAF-AU,4.050000000,,
RAJOMON90,30-Apr-23,Tactical,IGB-AU,4.180000000,,
RAJOMON90,30-Apr-23,Tactical,VIF-AU,1.290000000,,
RAJOMON90,30-Apr-23,Tactical,MICH-AU,3.630000000,,
RAJOMON90,30-Apr-23,Tactical,CRYP-AU,3.360000000,,
RAJOMON90,30-Apr-23,Tactical,MOAT-AU,4.290000000,,
RAJOMON90,30-Apr-23,Tactical,MNRS-AU,2.060000000,,
RAJOMON90,30-Apr-23,Tactical,RBTZ-AU,1.830000000,,
RAJOMON90,30-Apr-23,Tactical,AUD,6.450000000,,
RAJOMON90,31-May-23,Tactical,VAP-AU,13.750000000,,
RAJOMON90,31-May-23,Tactical,DJRE-AU,4.450000000,,
RAJOMON90,31-May-23,Tactical,A200-AU,10.220000000,,
RAJOMON90,31-May-23,Tactical,IOZ-AU,10.210000000,,
RAJOMON90,31-May-23,Tactical,IMPQ-AU,2.830000000,,
RAJOMON90,31-May-23,Tactical,VGS-AU,17.620000000,,
RAJOMON90,31-May-23,Tactical,IWLD-AU,4.950000000,,
RAJOMON90,31-May-23,Tactical,ETHI-AU,4.700000000,,
RAJOMON90,31-May-23,Tactical,IAF-AU,4.010000000,,
RAJOMON90,31-May-23,Tactical,IGB-AU,4.140000000,,
RAJOMON90,31-May-23,Tactical,VIF-AU,1.290000000,,
RAJOMON90,31-May-23,Tactical,MICH-AU,3.480000000,,
RAJOMON90,31-May-23,Tactical,CRYP-AU,3.510000000,,
RAJOMON90,31-May-23,Tactical,MOAT-AU,4.450000000,,
RAJOMON90,31-May-23,Tactical,MNRS-AU,1.870000000,,
RAJOMON90,31-May-23,Tactical,RBTZ-AU,2.070000000,,
RAJOMON90,31-May-23,Tactical,AUD,6.450000000,,
RAJOMON90,30-Jun-23,Tactical,VAP-AU,13.520000000,,
RAJOMON90,30-Jun-23,Tactical,DJRE-AU,4.380000000,,
RAJOMON90,30-Jun-23,Tactical,A200-AU,10.250000000,,
RAJOMON90,30-Jun-23,Tactical,IOZ-AU,10.230000000,,
RAJOMON90,30-Jun-23,Tactical,IMPQ-AU,2.790000000,,
RAJOMON90,30-Jun-23,Tactical,VGS-AU,17.800000000,,
RAJOMON90,30-Jun-23,Tactical,IWLD-AU,4.980000000,,
RAJOMON90,30-Jun-23,Tactical,ETHI-AU,4.730000000,,
RAJOMON90,30-Jun-23,Tactical,IAF-AU,3.880000000,,
RAJOMON90,30-Jun-23,Tactical,IGB-AU,3.990000000,,
RAJOMON90,30-Jun-23,Tactical,VIF-AU,1.270000000,,
RAJOMON90,30-Jun-23,Tactical,MICH-AU,3.440000000,,
RAJOMON90,30-Jun-23,Tactical,CRYP-AU,3.950000000,,
RAJOMON90,30-Jun-23,Tactical,MOAT-AU,4.520000000,,
RAJOMON90,30-Jun-23,Tactical,MNRS-AU,1.740000000,,
RAJOMON90,30-Jun-23,Tactical,RBTZ-AU,2.070000000,,
RAJOMON90,30-Jun-23,Tactical,AUD,6.460000000,,
RAJOMON90,31-Jul-23,Tactical,VAP-AU,13.420000000,,
RAJOMON90,31-Jul-23,Tactical,DJRE-AU,4.350000000,,
RAJOMON90,31-Jul-23,Tactical,A200-AU,10.130000000,,
RAJOMON90,31-Jul-23,Tactical,IOZ-AU,10.140000000,,
RAJOMON90,31-Jul-23,Tactical,IMPQ-AU,2.770000000,,
RAJOMON90,31-Jul-23,Tactical,VGS-AU,17.600000000,,
RAJOMON90,31-Jul-23,Tactical,IWLD-AU,4.890000000,,
RAJOMON90,31-Jul-23,Tactical,ETHI-AU,4.520000000,,
RAJOMON90,31-Jul-23,Tactical,IAF-AU,3.750000000,,
RAJOMON90,31-Jul-23,Tactical,IGB-AU,3.850000000,,
RAJOMON90,31-Jul-23,Tactical,VIF-AU,1.210000000,,
RAJOMON90,31-Jul-23,Tactical,MICH-AU,3.300000000,,
RAJOMON90,31-Jul-23,Tactical,CRYP-AU,4.660000000,,
RAJOMON90,31-Jul-23,Tactical,MOAT-AU,4.250000000,,
RAJOMON90,31-Jul-23,Tactical,MNRS-AU,1.740000000,,
RAJOMON90,31-Jul-23,Tactical,RBTZ-AU,2.010000000,,
RAJOMON90,31-Jul-23,Tactical,AUD,7.410000000,,
RAJOMON90,31-Aug-23,Tactical,VAP-AU,15.680000000,,
RAJOMON90,31-Aug-23,Tactical,DJRE-AU,4.940000000,,
RAJOMON90,31-Aug-23,Tactical,A200-AU,10.860000000,,
RAJOMON90,31-Aug-23,Tactical,IOZ-AU,10.860000000,,
RAJOMON90,31-Aug-23,Tactical,IMPQ-AU,3.110000000,,
RAJOMON90,31-Aug-23,Tactical,VGS-AU,16.220000000,,
RAJOMON90,31-Aug-23,Tactical,IWLD-AU,4.530000000,,
RAJOMON90,31-Aug-23,Tactical,ETHI-AU,4.300000000,,
RAJOMON90,31-Aug-23,Tactical,IAF-AU,4.190000000,,
RAJOMON90,31-Aug-23,Tactical,IGB-AU,4.200000000,,
RAJOMON90,31-Aug-23,Tactical,VIF-AU,1.590000000,,
RAJOMON90,31-Aug-23,Tactical,MICH-AU,3.800000000,,
RAJOMON90,31-Aug-23,Tactical,CRYP-AU,3.560000000,,
RAJOMON90,31-Aug-23,Tactical,MOAT-AU,3.880000000,,
RAJOMON90,31-Aug-23,Tactical,MNRS-AU,1.630000000,,
RAJOMON90,31-Aug-23,Tactical,RBTZ-AU,1.670000000,,
RAJOMON90,31-Aug-23,Tactical,AUD,4.980000000,,
RAJOMON90,30-Sep-23,Tactical,VAP-AU,15.120000000,,
RAJOMON90,30-Sep-23,Tactical,DJRE-AU,4.980000000,,
RAJOMON90,30-Sep-23,Tactical,A200-AU,11.080000000,,
RAJOMON90,30-Sep-23,Tactical,IOZ-AU,11.070000000,,
RAJOMON90,30-Sep-23,Tactical,IMPQ-AU,3.130000000,,
RAJOMON90,30-Sep-23,Tactical,VGS-AU,16.330000000,,
RAJOMON90,30-Sep-23,Tactical,IWLD-AU,4.520000000,,
RAJOMON90,30-Sep-23,Tactical,ETHI-AU,4.280000000,,
RAJOMON90,30-Sep-23,Tactical,IAF-AU,4.340000000,,
RAJOMON90,30-Sep-23,Tactical,IGB-AU,4.340000000,,
RAJOMON90,30-Sep-23,Tactical,VIF-AU,1.640000000,,
RAJOMON90,30-Sep-23,Tactical,MICH-AU,3.790000000,,
RAJOMON90,30-Sep-23,Tactical,CRYP-AU,3.160000000,,
RAJOMON90,30-Sep-23,Tactical,MOAT-AU,3.860000000,,
RAJOMON90,30-Sep-23,Tactical,MNRS-AU,1.580000000,,
RAJOMON90,30-Sep-23,Tactical,RBTZ-AU,1.630000000,,
RAJOMON90,30-Sep-23,Tactical,ISEC-AU,0.010000000,,
RAJOMON90,30-Sep-23,Tactical,AUD,5.140000000,,
RAJOMON90,31-Oct-23,Tactical,VAP-AU,14.520000000,,
RAJOMON90,31-Oct-23,Tactical,DJRE-AU,4.800000000,,
RAJOMON90,31-Oct-23,Tactical,A200-AU,10.850000000,,
RAJOMON90,31-Oct-23,Tactical,IOZ-AU,10.820000000,,
RAJOMON90,31-Oct-23,Tactical,IMPQ-AU,3.030000000,,
RAJOMON90,31-Oct-23,Tactical,VGS-AU,16.410000000,,
RAJOMON90,31-Oct-23,Tactical,IWLD-AU,4.570000000,,
RAJOMON90,31-Oct-23,Tactical,ETHI-AU,4.310000000,,
RAJOMON90,31-Oct-23,Tactical,IAF-AU,4.380000000,,
RAJOMON90,31-Oct-23,Tactical,IGB-AU,4.370000000,,
RAJOMON90,31-Oct-23,Tactical,VIF-AU,1.680000000,,
RAJOMON90,31-Oct-23,Tactical,MICH-AU,3.900000000,,
RAJOMON90,31-Oct-23,Tactical,CRYP-AU,3.370000000,,
RAJOMON90,31-Oct-23,Tactical,MOAT-AU,3.810000000,,
RAJOMON90,31-Oct-23,Tactical,MNRS-AU,1.700000000,,
RAJOMON90,31-Oct-23,Tactical,RBTZ-AU,1.550000000,,
RAJOMON90,31-Oct-23,Tactical,ISEC-AU,0.010000000,,
RAJOMON90,31-Oct-23,Tactical,AUD,5.920000000,,
RAJOMON90,30-Nov-23,Tactical,VAP-AU,15.110000000,,
RAJOMON90,30-Nov-23,Tactical,DJRE-AU,4.810000000,,
RAJOMON90,30-Nov-23,Tactical,A200-AU,10.700000000,,
RAJOMON90,30-Nov-23,Tactical,IOZ-AU,10.670000000,,
RAJOMON90,30-Nov-23,Tactical,IMPQ-AU,3.030000000,,
RAJOMON90,30-Nov-23,Tactical,VGS-AU,16.180000000,,
RAJOMON90,30-Nov-23,Tactical,IWLD-AU,4.550000000,,
RAJOMON90,30-Nov-23,Tactical,ETHI-AU,4.300000000,,
RAJOMON90,30-Nov-23,Tactical,IAF-AU,4.230000000,,
RAJOMON90,30-Nov-23,Tactical,IGB-AU,4.230000000,,
RAJOMON90,30-Nov-23,Tactical,VIF-AU,1.630000000,,
RAJOMON90,30-Nov-23,Tactical,MICH-AU,3.970000000,,
RAJOMON90,30-Nov-23,Tactical,CRYP-AU,3.860000000,,
RAJOMON90,30-Nov-23,Tactical,MOAT-AU,3.780000000,,
RAJOMON90,30-Nov-23,Tactical,MNRS-AU,1.710000000,,
RAJOMON90,30-Nov-23,Tactical,RBTZ-AU,1.650000000,,
RAJOMON90,30-Nov-23,Tactical,ISEC-AU,0.010000000,,
RAJOMON90,30-Nov-23,Tactical,AUD,5.580000000,,
RAJOMON90,31-Dec-23,Tactical,VAP-AU,15.760000000,,
RAJOMON90,31-Dec-23,Tactical,DJRE-AU,4.820000000,,
RAJOMON90,31-Dec-23,Tactical,A200-AU,10.740000000,,
RAJOMON90,31-Dec-23,Tactical,IOZ-AU,10.710000000,,
RAJOMON90,31-Dec-23,Tactical,IMPQ-AU,2.980000000,,
RAJOMON90,31-Dec-23,Tactical,VGS-AU,15.480000000,,
RAJOMON90,31-Dec-23,Tactical,IWLD-AU,4.330000000,,
RAJOMON90,31-Dec-23,Tactical,ETHI-AU,4.120000000,,
RAJOMON90,31-Dec-23,Tactical,IAF-AU,4.060000000,,
RAJOMON90,31-Dec-23,Tactical,IGB-AU,4.060000000,,
RAJOMON90,31-Dec-23,Tactical,VIF-AU,1.560000000,,
RAJOMON90,31-Dec-23,Tactical,MICH-AU,3.820000000,,
RAJOMON90,31-Dec-23,Tactical,CRYP-AU,5.260000000,,
RAJOMON90,31-Dec-23,Tactical,MOAT-AU,3.750000000,,
RAJOMON90,31-Dec-23,Tactical,MNRS-AU,1.600000000,,
RAJOMON90,31-Dec-23,Tactical,RBTZ-AU,1.610000000,,
RAJOMON90,31-Dec-23,Tactical,AUD,5.340000000,,
A200-AU,30-Jun-17,Objective,IOZ-AU,100.000000000,,
A200-AU,30-Jun-17,Peer,ATCHBM00011,100.000000000,,
A200-AU,30-Jun-17,Reference,IOZ-AU,100.000000000,,
A200-AU,30-Jun-17,Strategic,IOZ-AU,100.000000000,,
A200-AU,30-Jun-17,Tactical,BHP-AU,10.370000000,,
A200-AU,30-Jun-17,Tactical,CBA-AU,7.930000000,,
A200-AU,30-Jun-17,Tactical,CSL-AU,6.000000000,,
A200-AU,30-Jun-17,Tactical,NAB-AU,4.130000000,,
A200-AU,30-Jun-17,Tactical,WBC-AU,3.530000000,,
A200-AU,30-Jun-17,Tactical,ANZ-AU,3.450000000,,
A200-AU,30-Jun-17,Tactical,WDS-AU,3.380000000,,
A200-AU,30-Jun-17,Tactical,MQG-AU,2.950000000,,
A200-AU,30-Jun-17,Tactical,WES-AU,2.730000000,,
A200-AU,30-Jun-17,Tactical,TLS-AU,2.190000000,,
A200-AU,30-Jun-17,Tactical,WOW-AU,2.150000000,,
A200-AU,30-Jun-17,Tactical,TCL-AU,1.900000000,,
A200-AU,30-Jun-17,Tactical,RIO-AU,1.890000000,,
A200-AU,30-Jun-17,Tactical,GMG-AU,1.820000000,,
A200-AU,30-Jun-17,Tactical,FMG-AU,1.670000000,,
A200-AU,30-Jun-17,Tactical,ALL-AU,1.240000000,,
A200-AU,30-Jun-17,Tactical,STO-AU,1.200000000,,
A200-AU,30-Jun-17,Tactical,NEM-AU,1.070000000,,
A200-AU,30-Jun-17,Tactical,QBE-AU,1.020000000,,
A200-AU,30-Jun-17,Tactical,COL-AU,1.010000000,,
A200-AU,30-Jun-17,Tactical,BXB-AU,0.920000000,,
A200-AU,30-Jun-17,Tactical,JHX-AU,0.920000000,,
A200-AU,30-Jun-17,Tactical,COH-AU,0.820000000,,
A200-AU,30-Jun-17,Tactical,XRO-AU,0.790000000,,
A200-AU,30-Jun-17,Tactical,SUN-AU,0.780000000,,
A200-AU,30-Jun-17,Tactical,S32-AU,0.750000000,,
A200-AU,30-Jun-17,Tactical,SHL-AU,0.710000000,,
A200-AU,30-Jun-17,Tactical,ORG-AU,0.700000000,,
A200-AU,30-Jun-17,Tactical,CPU-AU,0.670000000,,
A200-AU,30-Jun-17,Tactical,SCG-AU,0.670000000,,
A200-AU,30-Jun-17,Tactical,IAG-AU,0.660000000,,
A200-AU,30-Jun-17,Tactical,BILL-AU,0.630000000,,
A200-AU,30-Jun-17,Tactical,NST-AU,0.610000000,,
A200-AU,30-Jun-17,Tactical,WTC-AU,0.590000000,,
A200-AU,30-Jun-17,Tactical,PLS-AU,0.580000000,,
A200-AU,30-Jun-17,Tactical,QAN-AU,0.530000000,,
A200-AU,30-Jun-17,Tactical,MIN-AU,0.530000000,,
A200-AU,30-Jun-17,Tactical,TLC-AU,0.530000000,,
A200-AU,30-Jun-17,Tactical,ASX-AU,0.520000000,,
A200-AU,30-Jun-17,Tactical,CAR-AU,0.490000000,,
A200-AU,30-Jun-17,Tactical,APA-AU,0.480000000,,
A200-AU,30-Jun-17,Tactical,SGP-AU,0.470000000,,
A200-AU,30-Jun-17,Tactical,RMD-AU,0.470000000,,
A200-AU,30-Jun-17,Tactical,MPL-AU,0.460000000,,
A200-AU,30-Jun-17,Tactical,BSL-AU,0.450000000,,
A200-AU,30-Jun-17,Tactical,MGR-AU,0.440000000,,
A200-AU,30-Jun-17,Tactical,RHC-AU,0.430000000,,
A200-AU,30-Jun-17,Tactical,AMC-AU,0.420000000,,
A200-AU,30-Jun-17,Tactical,IGO-AU,0.410000000,,
A200-AU,30-Jun-17,Tactical,TWE-AU,0.400000000,,
A200-AU,30-Jun-17,Tactical,REA-AU,0.390000000,,
A200-AU,30-Jun-17,Tactical,SEK-AU,0.390000000,,
A200-AU,30-Jun-17,Tactical,DXS-AU,0.390000000,,
A200-AU,30-Jun-17,Tactical,ALD-AU,0.380000000,,
A200-AU,30-Jun-17,Tactical,SOL-AU,0.370000000,,
A200-AU,30-Jun-17,Tactical,GPT-AU,0.370000000,,
A200-AU,30-Jun-17,Tactical,EDV-AU,0.350000000,,
A200-AU,30-Jun-17,Tactical,ALX-AU,0.350000000,,
A200-AU,30-Jun-17,Tactical,NXT-AU,0.330000000,,
A200-AU,30-Jun-17,Tactical,VCX-AU,0.330000000,,
A200-AU,30-Jun-17,Tactical,ORI-AU,0.320000000,,
A200-AU,30-Jun-17,Tactical,AZJ-AU,0.320000000,,
A200-AU,30-Jun-17,Tactical,AGL-AU,0.310000000,,
A200-AU,30-Jun-17,Tactical,LYC-AU,0.310000000,,
A200-AU,30-Jun-17,Tactical,EVN-AU,0.300000000,,
A200-AU,30-Jun-17,Tactical,WOR-AU,0.300000000,,
A200-AU,30-Jun-17,Tactical,ALU-AU,0.280000000,,
A200-AU,30-Jun-17,Tactical,SDF-AU,0.270000000,,
A200-AU,30-Jun-17,Tactical,CWY-AU,0.270000000,,
A200-AU,30-Jun-17,Tactical,WHC-AU,0.270000000,,
A200-AU,30-Jun-17,Tactical,IPL-AU,0.270000000,,
A200-AU,30-Jun-17,Tactical,IEL-AU,0.260000000,,
A200-AU,30-Jun-17,Tactical,ALQ-AU,0.250000000,,
A200-AU,30-Jun-17,Tactical,QUB-AU,0.250000000,,
A200-AU,30-Jun-17,Tactical,BEN-AU,0.250000000,,
A200-AU,30-Jun-17,Tactical,LLC-AU,0.250000000,,
A200-AU,30-Jun-17,Tactical,LTR-AU,0.240000000,,
A200-AU,30-Jun-17,Tactical,CHC-AU,0.230000000,,
A200-AU,30-Jun-17,Tactical,JBH-AU,0.230000000,,
A200-AU,30-Jun-17,Tactical,SVW-AU,0.200000000,,
A200-AU,30-Jun-17,Tactical,REH-AU,0.200000000,,
A200-AU,30-Jun-17,Tactical,TNE-AU,0.200000000,,
A200-AU,30-Jun-17,Tactical,CGF-AU,0.190000000,,
A200-AU,30-Jun-17,Tactical,NHF-AU,0.180000000,,
A200-AU,30-Jun-17,Tactical,BOQ-AU,0.180000000,,
A200-AU,30-Jun-17,Tactical,VUK-AU,0.180000000,,
A200-AU,30-Jun-17,Tactical,FLT-AU,0.170000000,,
A200-AU,30-Jun-17,Tactical,PME-AU,0.170000000,,
A200-AU,30-Jun-17,Tactical,AMP-AU,0.170000000,,
A200-AU,30-Jun-17,Tactical,MTS-AU,0.170000000,,
A200-AU,30-Jun-17,Tactical,A2M-AU,0.160000000,,
A200-AU,30-Jun-17,Tactical,DMP-AU,0.160000000,,
A200-AU,30-Jun-17,Tactical,ILU-AU,0.160000000,,
A200-AU,30-Jun-17,Tactical,FPH-AU,0.160000000,,
A200-AU,30-Jun-17,Tactical,CNU-AU,0.150000000,,
A200-AU,30-Jun-17,Tactical,RWC-AU,0.150000000,,
A200-AU,30-Jun-17,Tactical,ORA-AU,0.140000000,,
A200-AU,30-Jun-17,Tactical,ANN-AU,0.140000000,,
A200-AU,30-Jun-17,Tactical,NHC-AU,0.140000000,,
A200-AU,30-Jun-17,Tactical,NEC-AU,0.140000000,,
A200-AU,30-Jun-17,Tactical,SFR-AU,0.130000000,,
A200-AU,30-Jun-17,Tactical,WEB-AU,0.130000000,,
A200-AU,30-Jun-17,Tactical,CSR-AU,0.130000000,,
A200-AU,30-Jun-17,Tactical,NSR-AU,0.130000000,,
A200-AU,30-Jun-17,Tactical,DOW-AU,0.130000000,,
A200-AU,30-Jun-17,Tactical,AUB-AU,0.130000000,,
A200-AU,30-Jun-17,Tactical,AWC-AU,0.120000000,,
A200-AU,30-Jun-17,Tactical,ARB-AU,0.120000000,,
A200-AU,30-Jun-17,Tactical,TLX-AU,0.120000000,,
A200-AU,30-Jun-17,Tactical,PMV-AU,0.120000000,,
A200-AU,30-Jun-17,Tactical,SQ2-AU,0.120000000,,
A200-AU,30-Jun-17,Tactical,HUB-AU,0.120000000,,
A200-AU,30-Jun-17,Tactical,RGN-AU,0.120000000,,
A200-AU,30-Jun-17,Tactical,HVN-AU,0.120000000,,
A200-AU,30-Jun-17,Tactical,BRG-AU,0.120000000,,
A200-AU,30-Jun-17,Tactical,APE-AU,0.110000000,,
A200-AU,30-Jun-17,Tactical,BPT-AU,0.110000000,,
A200-AU,30-Jun-17,Tactical,PRU-AU,0.110000000,,
A200-AU,30-Jun-17,Tactical,CTD-AU,0.110000000,,
A200-AU,30-Jun-17,Tactical,SGM-AU,0.110000000,,
A200-AU,30-Jun-17,Tactical,PPT-AU,0.110000000,,
A200-AU,30-Jun-17,Tactical,TPG-AU,0.110000000,,
A200-AU,30-Jun-17,Tactical,TAH-AU,0.110000000,,
A200-AU,30-Jun-17,Tactical,BKW-AU,0.110000000,,
A200-AU,30-Jun-17,Tactical,CLW-AU,0.110000000,,
A200-AU,30-Jun-17,Tactical,PDN-AU,0.110000000,,
A200-AU,30-Jun-17,Tactical,CIA-AU,0.110000000,,
A200-AU,30-Jun-17,Tactical,BAP-AU,0.110000000,,
A200-AU,30-Jun-17,Tactical,VEA-AU,0.100000000,,
A200-AU,30-Jun-17,Tactical,SUL-AU,0.100000000,,
A200-AU,30-Jun-17,Tactical,DEG-AU,0.090000000,,
A200-AU,30-Jun-17,Tactical,NUF-AU,0.090000000,,
A200-AU,30-Jun-17,Tactical,HDN-AU,0.090000000,,
A200-AU,30-Jun-17,Tactical,DRR-AU,0.090000000,,
A200-AU,30-Jun-17,Tactical,MP1-AU,0.090000000,,
A200-AU,30-Jun-17,Tactical,IPH-AU,0.080000000,,
A200-AU,30-Jun-17,Tactical,GOR-AU,0.080000000,,
A200-AU,30-Jun-17,Tactical,GNC-AU,0.080000000,,
A200-AU,30-Jun-17,Tactical,360-AU,0.080000000,,
A200-AU,30-Jun-17,Tactical,CQR-AU,0.080000000,,
A200-AU,30-Jun-17,Tactical,BWP-AU,0.080000000,,
A200-AU,30-Jun-17,Tactical,BGL-AU,0.080000000,,
A200-AU,30-Jun-17,Tactical,AIA-AU,0.080000000,,
A200-AU,30-Jun-17,Tactical,CHN-AU,0.080000000,,
A200-AU,30-Jun-17,Tactical,IFL-AU,0.080000000,,
A200-AU,30-Jun-17,Tactical,WPR-AU,0.080000000,,
A200-AU,30-Jun-17,Tactical,GUD-AU,0.080000000,,
A200-AU,30-Jun-17,Tactical,BLD-AU,0.080000000,,
A200-AU,30-Jun-17,Tactical,CIP-AU,0.080000000,,
A200-AU,30-Jun-17,Tactical,LIC-AU,0.070000000,,
A200-AU,30-Jun-17,Tactical,NIC-AU,0.070000000,,
A200-AU,30-Jun-17,Tactical,PNI-AU,0.070000000,,
A200-AU,30-Jun-17,Tactical,CMM-AU,0.070000000,,
A200-AU,30-Jun-17,Tactical,VNT-AU,0.070000000,,
A200-AU,30-Jun-17,Tactical,HLS-AU,0.070000000,,
A200-AU,30-Jun-17,Tactical,INA-AU,0.070000000,,
A200-AU,30-Jun-17,Tactical,LOV-AU,0.070000000,,
A200-AU,30-Jun-17,Tactical,PXA-AU,0.070000000,,
A200-AU,30-Jun-17,Tactical,CCP-AU,0.060000000,,
A200-AU,30-Jun-17,Tactical,MND-AU,0.060000000,,
A200-AU,30-Jun-17,Tactical,KLS-AU,0.060000000,,
A200-AU,30-Jun-17,Tactical,CRN-AU,0.060000000,,
A200-AU,30-Jun-17,Tactical,MFG-AU,0.060000000,,
A200-AU,30-Jun-17,Tactical,SGR-AU,0.060000000,,
A200-AU,30-Jun-17,Tactical,ARF-AU,0.060000000,,
A200-AU,30-Jun-17,Tactical,EVT-AU,0.060000000,,
A200-AU,30-Jun-17,Tactical,ING-AU,0.060000000,,
A200-AU,30-Jun-17,Tactical,HMC-AU,0.060000000,,
A200-AU,30-Jun-17,Tactical,IRE-AU,0.060000000,,
A200-AU,30-Jun-17,Tactical,KAR-AU,0.060000000,,
A200-AU,30-Jun-17,Tactical,NWL-AU,0.060000000,,
A200-AU,30-Jun-17,Tactical,NWH-AU,0.060000000,,
A200-AU,30-Jun-17,Tactical,RRL-AU,0.050000000,,
A200-AU,30-Jun-17,Tactical,NAN-AU,0.050000000,,
A200-AU,30-Jun-17,Tactical,FBU-AU,0.050000000,,
A200-AU,30-Jun-17,Tactical,NWS-AU,0.050000000,,
A200-AU,30-Jun-17,Tactical,SPK-AU,0.050000000,,
A200-AU,30-Jun-17,Tactical,CKF-AU,0.050000000,,
A200-AU,30-Jun-17,Tactical,ELD-AU,0.050000000,,
A200-AU,30-Jun-17,Tactical,PNV-AU,0.050000000,,
A200-AU,30-Jun-17,Tactical,JLG-AU,0.050000000,,
A200-AU,30-Jun-17,Tactical,CNI-AU,0.050000000,,
A200-AU,30-Jun-17,Tactical,SYA-AU,0.050000000,,
A200-AU,30-Jun-17,Tactical,BGA-AU,0.040000000,,
A200-AU,30-Jun-17,Tactical,DHG-AU,0.040000000,,
A200-AU,30-Jun-17,Tactical,CQE-AU,0.040000000,,
A200-AU,30-Jun-17,Tactical,WAF-AU,0.040000000,,
A200-AU,30-Jun-17,Tactical,SLR-AU,0.040000000,,
A200-AU,30-Jun-17,Tactical,CXO-AU,0.040000000,,
A200-AU,30-Jun-17,Tactical,GOZ-AU,0.030000000,,
A200-AU,30-Jun-17,Tactical,LNK-AU,0.030000000,,
A200-AU,30-Jun-17,Tactical,CMW-AU,0.030000000,,
A200-AU,30-Jun-17,Tactical,BRN-AU,0.020000000,,
A200-AU,30-Jun-17,Tactical,ASK-AU,0.020000000,,
A200-AU,30-Jun-17,Tactical,ABG-AU,0.020000000,,
A200-AU,30-Jun-17,Tactical,IMU-AU,0.020000000,,
A200-AU,30-Jun-17,Tactical,SYR-AU,0.020000000,,
A200-AU,30-Jun-17,Tactical,LKE-AU,0.020000000,,
A200-AU,30-Jun-17,Tactical,AUD,0.670000000,,
IVV-AU,30-Jun-17,Peer,ATCHBM00018,100.000000000,,
IVV-AU,30-Jun-17,Reference,VGS-AU,100.000000000,,
IVV-AU,30-Jun-17,Strategic,VGS-AU,100.000000000,,
IVV-AU,30-Jun-17,Tactical,MSFT.NAS,6.940000000,,
IVV-AU,30-Jun-17,Tactical,AAPL.NAS,6.760000000,,
IVV-AU,30-Jun-17,Tactical,AMZN.NAS,3.380000000,,
IVV-AU,30-Jun-17,Tactical,NVDA.NAS,3.220000000,,
IVV-AU,30-Jun-17,Tactical,GOOGL.NAS,2.050000000,,
IVV-AU,30-Jun-17,Tactical,META.NAS,1.990000000,,
IVV-AU,30-Jun-17,Tactical,GOOG.NAS,1.750000000,,
IVV-AU,30-Jun-17,Tactical,BRKB.NYS,1.670000000,,
